tottr,hhmem,mode_category,duration_min,trip_distance_miles,arr_time,dep_time,city_from_zip,travel_date,gender,age,citizen,driver_license,transit_pass,car_sharing,employment,job_count,empl_sec_loc,workday_count,hour_per_week,workday_flex,commute_mode,empl_industry,empl_occupation,disabled,transit_trip,transit_subsidy,walk_trips,bike_trips,student,school_grade,school_city,school_mode,education,person_trips,HOVL,Moto_trip,race,workday_range,incentive,vehicle_count,bike_count,residence_type,home_own,income,persons_count,worker_count,student_count,license_count,trip_count,home_city,vehicle_op_count,home_primarycity,WMO_code,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_dur (s),total_ precip (mm),rain (mm),snowfall (cm),precip_hours (h),model_year,body_type,fuel_type1,purchase_type,ownership,transmission,cylinders,veh_type
1.0,0.0,5.0,6.0,1.06352108448738,17:21:00,17:15:00,Greater Los Angeles Area,2012-10-26,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,17.0,2.0,5.0,72.0,35.0,2.0,0.0,2.0,4.0,0.0,1.0,7.0,LONG BEACH,6.0,3.0,9.0,2.0,1.0,1.0,"[3, 5, 7, nan, nan, nan, nan]",1,2,4,6,2,4,4,3,2,3,22,LOS ALAMITOS,2.0,LOS ALAMITOS,1.0,30.0,14.1,21.1,17.4,39468.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,4.0,1.06346637186011,22:59:00,22:55:00,Greater Los Angeles Area,2012-10-26,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,17.0,2.0,5.0,72.0,35.0,2.0,0.0,2.0,4.0,0.0,1.0,7.0,LONG BEACH,6.0,3.0,9.0,2.0,1.0,1.0,"[3, 5, 7, nan, nan, nan, nan]",1,2,4,6,2,4,4,3,2,3,22,LOS ALAMITOS,2.0,LOS ALAMITOS,1.0,30.0,14.1,21.1,17.4,39468.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,15.0,2.39151018298494,07:45:00,07:30:00,San Francisco Bay Area,2012-12-04,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,61.0,21.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,PITTSBURG,5.0,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,1,7,6,4,4,4,18,ANTIOCH,3.0,ANTIOCH,61.0,15.1,9.9,12.5,10.6,34852.07,5.3,5.3,0.0,8.0,2000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,15.0,2.40764841460571,15:45:00,15:30:00,San Francisco Bay Area,2012-12-04,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,61.0,21.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,PITTSBURG,5.0,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,1,7,6,4,4,4,18,ANTIOCH,3.0,ANTIOCH,61.0,15.1,9.9,12.5,10.6,34852.07,5.3,5.3,0.0,8.0,2000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
2.0,1.0,5.0,30.0,7.41853123487498,19:30:00,19:00:00,San Francisco Bay Area,2012-12-04,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,61.0,21.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,PITTSBURG,5.0,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,1,7,6,4,4,4,18,ANTIOCH,3.0,ANTIOCH,61.0,15.1,9.9,12.5,10.6,34852.07,5.3,5.3,0.0,8.0,2000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
2.0,1.0,5.0,30.0,6.71848117413123,21:30:00,21:00:00,San Francisco Bay Area,2012-12-04,2.0,51.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,61.0,21.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,PITTSBURG,5.0,5.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,4,1,1,7,6,4,4,4,18,ANTIOCH,3.0,ANTIOCH,61.0,15.1,9.9,12.5,10.6,34852.07,5.3,5.3,0.0,8.0,2000.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,5.0,1.41121365516159,13:15:00,13:10:00,Greater Los Angeles Area,2012-10-27,1.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,5.0,23.0,11.0,2.0,6.0,2.0,2.0,0.0,2.0,8.0,MISSION VIEJO,5.0,5.0,4.0,2.0,1.0,1.0,"[3, 4, 5, nan, nan, nan, nan]",1,4,2,1,1,7,4,3,2,4,16,CYPRESS,4.0,CYPRESS,0.0,33.1,14.3,22.8,19.1,39353.17,0.0,0.0,0.0,0.0,2000.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,5.0,1.2099641287593,14:20:00,14:15:00,Greater Los Angeles Area,2012-10-27,1.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,5.0,23.0,11.0,2.0,6.0,2.0,2.0,0.0,2.0,8.0,MISSION VIEJO,5.0,5.0,4.0,2.0,1.0,1.0,"[3, 4, 5, nan, nan, nan, nan]",1,4,2,1,1,7,4,3,2,4,16,CYPRESS,4.0,CYPRESS,0.0,33.1,14.3,22.8,19.1,39353.17,0.0,0.0,0.0,0.0,2000.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,20.0,9.412694576141,18:50:00,18:30:00,Greater Los Angeles Area,2012-10-27,1.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,5.0,23.0,11.0,2.0,6.0,2.0,2.0,0.0,2.0,8.0,MISSION VIEJO,5.0,5.0,4.0,2.0,1.0,1.0,"[3, 4, 5, nan, nan, nan, nan]",1,4,2,1,1,7,4,3,2,4,16,CYPRESS,4.0,CYPRESS,0.0,33.1,14.3,22.8,19.1,39353.17,0.0,0.0,0.0,0.0,2000.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0
1.0,0.0,5.0,20.0,9.32250212017189,23:15:00,22:55:00,Greater Los Angeles Area,2012-10-27,1.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,5.0,23.0,11.0,2.0,6.0,2.0,2.0,0.0,2.0,8.0,MISSION VIEJO,5.0,5.0,4.0,2.0,1.0,1.0,"[3, 4, 5, nan, nan, nan, nan]",1,4,2,1,1,7,4,3,2,4,16,CYPRESS,4.0,CYPRESS,0.0,33.1,14.3,22.8,19.1,39353.17,0.0,0.0,0.0,0.0,2000.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0
3.0,0.0,7.0,16.0,10.3922226108873,06:05:00,05:49:00,Greater Los Angeles Area,2012-08-22,1.0,18.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,20.0,1.0,7.0,61.0,33.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,LOS ANGELES,26.0,4.0,1.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,3,3,1,1,7,4,4,2,3,5,S PASADENA,3.0,SOUTH PASADENA,1.0,28.1,18.7,22.8,24.4,47478.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,6.0,25.0,15.6031943784088,18:10:00,17:45:00,Sacramento Area,2012-12-08,2.0,55.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,2.0,92.0,39.0,2.0,2.0,1.0,7.0,5.0,2.0,8.0,MARINA,5.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,1,3,1,1,5,1,1,1,1,3,SACRAMENTO,1.0,SACRAMENTO,3.0,13.7,4.8,8.5,6.6,34389.88,0.0,0.0,0.0,0.0,2006.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
2.0,0.0,6.0,10.0,0.865949544417215,19:50:00,19:40:00,Sacramento Area,2012-12-08,2.0,55.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,2.0,92.0,39.0,2.0,2.0,1.0,7.0,5.0,2.0,8.0,MARINA,5.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,1,3,1,1,5,1,1,1,1,3,SACRAMENTO,1.0,SACRAMENTO,3.0,13.7,4.8,8.5,6.6,34389.88,0.0,0.0,0.0,0.0,2006.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
2.0,0.0,6.0,30.0,17.4188105459247,22:00:00,21:30:00,Sacramento Area,2012-12-08,2.0,55.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,45.0,2.0,2.0,92.0,39.0,2.0,2.0,1.0,7.0,5.0,2.0,8.0,MARINA,5.0,5.0,3.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,1,3,1,1,5,1,1,1,1,3,SACRAMENTO,1.0,SACRAMENTO,3.0,13.7,4.8,8.5,6.6,34389.88,0.0,0.0,0.0,0.0,2006.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,0.0,5.0,30.0,12.1829661884035,08:00:00,07:30:00,Bakersfield Area,2012-08-30,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,21.0,43.0,2.0,0.0,2.0,5.0,3.0,2.0,7.0,BAKERSFIELD,5.0,3.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,1,1,1,4,2,1,1,2,10,BAKERSFIELD,2.0,BAKERSFIELD,1.0,37.7,19.5,29.6,28.7,46840.26,0.0,0.0,0.0,0.0,2006.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0
1.0,0.0,5.0,30.0,11.469072187647,17:00:00,16:30:00,Bakersfield Area,2012-08-30,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,21.0,43.0,2.0,0.0,2.0,5.0,3.0,2.0,7.0,BAKERSFIELD,5.0,3.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,1,1,1,4,2,1,1,2,10,BAKERSFIELD,2.0,BAKERSFIELD,1.0,37.7,19.5,29.6,28.7,46840.26,0.0,0.0,0.0,0.0,2006.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0
1.0,0.0,5.0,5.0,0.455319726337795,17:25:00,17:20:00,Bakersfield Area,2012-08-30,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,21.0,43.0,2.0,0.0,2.0,5.0,3.0,2.0,7.0,BAKERSFIELD,5.0,3.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,1,1,1,4,2,1,1,2,10,BAKERSFIELD,2.0,BAKERSFIELD,1.0,37.7,19.5,29.6,28.7,46840.26,0.0,0.0,0.0,0.0,2006.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0
1.0,0.0,5.0,5.0,0.456431346120302,18:20:00,18:15:00,Bakersfield Area,2012-08-30,2.0,24.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,5.0,21.0,43.0,2.0,0.0,2.0,5.0,3.0,2.0,7.0,BAKERSFIELD,5.0,3.0,4.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",2,2,1,1,1,4,2,1,1,2,10,BAKERSFIELD,2.0,BAKERSFIELD,1.0,37.7,19.5,29.6,28.7,46840.26,0.0,0.0,0.0,0.0,2006.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0
1.0,0.0,5.0,23.0,12.3539684628117,08:23:00,08:00:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,1.0,0.595580777639633,08:25:00,08:24:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,19.0,5.46612561945091,17:42:00,17:23:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,8.0,2.13573279404538,17:58:00,17:50:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,15.0,5.11942655047422,18:30:00,18:15:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
1.0,0.0,5.0,23.0,14.668348281494,21:58:00,21:35:00,Greater Los Angeles Area,2012-08-17,2.0,21.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,38.0,1.0,5.0,92.0,25.0,2.0,0.0,2.0,5.0,0.0,1.0,7.0,PROVO,1.0,2.0,6.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,2002.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
2.0,1.0,6.0,15.0,4.12694563728436,10:00:00,09:45:00,Greater Los Angeles Area,2012-08-17,1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,81.0,47.0,2.0,0.0,2.0,7.0,0.0,1.0,7.0,PROVO,1.0,2.0,5.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,6.0,10.0,0.529610721104127,10:40:00,10:30:00,Greater Los Angeles Area,2012-08-17,1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,81.0,47.0,2.0,0.0,2.0,7.0,0.0,1.0,7.0,PROVO,1.0,2.0,5.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,6.0,20.0,4.62080528082054,11:50:00,11:30:00,Greater Los Angeles Area,2012-08-17,1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,81.0,47.0,2.0,0.0,2.0,7.0,0.0,1.0,7.0,PROVO,1.0,2.0,5.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,6.0,15.0,3.87882202438637,12:55:00,12:40:00,Greater Los Angeles Area,2012-08-17,1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,81.0,47.0,2.0,0.0,2.0,7.0,0.0,1.0,7.0,PROVO,1.0,2.0,5.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,6.0,15.0,4.11260031127071,13:45:00,13:30:00,Greater Los Angeles Area,2012-08-17,1.0,18.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,40.0,1.0,5.0,81.0,47.0,2.0,0.0,2.0,7.0,0.0,1.0,7.0,PROVO,1.0,2.0,5.0,2.0,1.0,1.0,"[8, nan, nan, nan, nan, nan, nan]",1,3,3,1,1,9,7,3,5,4,45,GLENDORA,3.0,GLENDORA,3.0,35.9,22.3,28.4,28.9,48050.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.0,0.664608159849465,08:10:00,08:00:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,24.0,14.0,2.15161495479893,08:25:00,08:11:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,19.0,0.144779227264052,08:45:00,08:26:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,10.0,0.144779227264472,15:25:00,15:15:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,24.0,19.0,2.67198604555756,15:45:00,15:26:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,14.0,0.664608159849292,16:00:00,15:46:00,Greater Los Angeles Area,2012-08-30,1.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,40.0,2.0,14.0,72.0,35.0,2.0,8.0,2.0,8.0,4.0,1.0,6.0,TORRANCE,14.0,2.0,6.0,,2.0,3.0,"[1, 2, 3, 4, 5, 6, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,5.0,15.0,5.01999477331069,06:50:00,06:35:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,5.0,17.0,6.13691658373635,07:11:00,06:54:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,5.0,7.0,2.52380119190166,07:20:00,07:13:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,5.0,9.0,4.04265738622138,07:35:00,07:26:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,5.0,32.0,6.62757366346478,08:10:00,07:38:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.0,30.0,14.5638390922074,13:30:00,13:00:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.0,34.0,3.22778440602952,14:54:00,14:20:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.0,8.0,1.5004971565474,15:54:00,15:46:00,Greater Los Angeles Area,2012-08-30,2.0,19.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,16.0,2.0,5.0,81.0,43.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,CARSON,5.0,3.0,9.0,2.0,1.0,3.0,"[2, 5, 6, 7, nan, nan, nan]",1,2,2,1,1,4,5,3,3,3,34,LOS ANGELES,2.0,LOS ANGELES,2.0,35.0,21.7,27.8,29.1,46519.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
